,chr,subpop,clus.id,start,end,peak,width
2707,09N,all,09N_all_82,69933016,69933588,69933374,572
2708,09N,all,09N_all_83,70513353,70520252,70519429,6899
2709,09N,all,09N_all_84,70523091,70524781,70524172,1690
2710,09N,all,09N_all_85,70525908,70526174,70525908,266
2711,09N,all,09N_all_86,70527775,70528737,70527775,962
2712,09N,all,09N_all_87,70547896,70548373,70547896,477
2713,09N,all,09N_all_88,70554397,70554515,70554445,118
2714,09N,all,09N_all_89,70831462,70832129,70831462,667
2715,09N,all,09N_all_90,73280809,73281588,73281552,779
2716,09N,all,09N_all_91,73283973,73285452,73284198,1479
2717,09N,all,09N_all_92,73863135,73863142,73863137,7
2718,09N,all,09N_all_93,74548252,74548470,74548470,218
2719,09N,all,09N_all_94,74552614,74559862,74557054,7248
2720,09N,all,09N_all_95,74583912,74584040,74584040,128
2721,09N,all,09N_all_96,74593565,74593839,74593567,274
2722,09N,all,09N_all_97,74595208,74595229,74595208,21
2723,09N,all,09N_all_98,74601332,74601675,74601332,343
2724,09N,all,09N_all_99,74704790,74705101,74704790,311
2725,09N,all,09N_all_100,75291467,75291830,75291830,363
2726,09N,all,09N_all_101,75455374,75455417,75455374,43
2727,09N,all,09N_all_102,75594654,75598559,75595612,3905
2728,09N,all,09N_all_103,76084900,76085493,76085493,593
2729,09N,all,09N_all_104,76139266,76139350,76139350,84
2730,09N,all,09N_all_105,76220919,76221065,76221065,146
2731,09N,all,09N_all_106,79001190,79002918,79001541,1728
2732,09N,all,09N_all_107,79752466,79752763,79752763,297
2733,09N,all,09N_all_108,80482743,80483294,80483294,551
2734,09N,all,09N_all_109,80953479,80956945,80956945,3466
2735,09N,all,09N_all_110,82647516,82648771,82647655,1255
2736,09N,all,09N_all_111,82735067,82735327,82735067,260
2737,09N,all,09N_all_112,82752595,82775280,82760329,22685
2738,09N,all,09N_all_113,82850676,82851018,82851018,342
2739,09N,all,09N_all_114,82873833,82876246,82875908,2413
2740,09N,all,09N_all_115,82881117,82882702,82882684,1585
2741,09N,all,09N_all_116,82893832,82894053,82894053,221
2742,09N,all,09N_all_117,82906815,82907137,82907137,322
2743,09N,all,09N_all_118,82925934,82926771,82926771,837
2744,09N,all,09N_all_119,82945931,82948083,82945931,2152
2745,09N,all,09N_all_120,83008804,83010445,83009858,1641
2746,09N,all,09N_all_121,83014020,83014295,83014020,275
2747,09N,all,09N_all_122,83018879,83019433,83018931,554
2748,09N,all,09N_all_123,83023496,83024789,83023771,1293
2749,09N,all,09N_all_124,83044380,83047178,83044380,2798
2750,09N,all,09N_all_125,83048094,83048505,83048094,411
2751,09N,all,09N_all_126,83084968,83086825,83085309,1857
2752,01K,ec,01K_ec_1,6268273,6269200,6268330,927
2753,01K,ec,01K_ec_2,9012046,9012313,9012091,267
2754,01K,ec,01K_ec_3,22351599,22351617,22351599,18
2755,01K,ec,01K_ec_4,22355869,22356357,22356357,488
2756,01K,ec,01K_ec_5,22827144,22827349,22827144,205
2757,01K,ec,01K_ec_6,28726170,28726466,28726170,296
2758,01K,ec,01K_ec_7,34258904,34259392,34258904,488
2759,01K,ec,01K_ec_8,37964059,37964155,37964155,96
2760,01K,ec,01K_ec_9,38014220,38014316,38014220,96
2761,01K,ec,01K_ec_10,44282831,44283921,44283892,1090
2762,01K,ec,01K_ec_11,45804257,45805364,45805364,1107
2763,01K,ec,01K_ec_12,50878820,50880167,50878820,1347
2764,01K,ec,01K_ec_13,50886022,50886041,50886041,19
2765,01K,ec,01K_ec_14,50886745,50894317,50890800,7572
2766,01K,ec,01K_ec_15,50899325,50910175,50910175,10850
2767,01K,ec,01K_ec_16,51322573,51322994,51322994,421
2768,01K,ec,01K_ec_17,51335423,51340692,51337308,5269
2769,01K,ec,01K_ec_18,51738527,51742512,51742512,3985
2770,01K,ec,01K_ec_19,52876215,52877072,52877072,857
2771,01K,ec,01K_ec_20,54510502,54510663,54510502,161
2772,01N,ec,01N_ec_1,3948685,3951870,3948685,3185
2773,01N,ec,01N_ec_2,5051627,5058573,5058564,6946
2774,01N,ec,01N_ec_3,6816933,6817292,6817292,359
2775,01N,ec,01N_ec_4,6818331,6818530,6818530,199
2776,01N,ec,01N_ec_5,6819779,6820176,6820068,397
2777,01N,ec,01N_ec_6,6847258,6848464,6848464,1206
2778,01N,ec,01N_ec_7,8311953,8312204,8312204,251
2779,01N,ec,01N_ec_8,11266944,11267457,11267457,513
2780,01N,ec,01N_ec_9,12565042,12565069,12565042,27
2781,01N,ec,01N_ec_10,13668780,13668978,13668978,198
2782,01N,ec,01N_ec_11,25156493,25156597,25156493,104
2783,01N,ec,01N_ec_12,33433988,33434266,33434266,278
2784,01N,ec,01N_ec_13,34190306,34190623,34190581,317
2785,01N,ec,01N_ec_14,34342816,34344377,34344377,1561
2786,01N,ec,01N_ec_15,44004087,44006521,44006258,2434
2787,01N,ec,01N_ec_16,47885143,47885148,47885148,5
2788,01N,ec,01N_ec_17,48522321,48523774,48523235,1453
2789,01N,ec,01N_ec_18,50298771,50298778,50298771,7
2790,01N,ec,01N_ec_19,50300809,50303572,50301894,2763
2791,01N,ec,01N_ec_20,50507331,50507340,50507340,9
2792,01N,ec,01N_ec_21,51655824,51659466,51655824,3642
2793,01N,ec,01N_ec_22,52865862,52867298,52867298,1436
2794,01N,ec,01N_ec_23,52987255,52989226,52987255,1971
2795,01N,ec,01N_ec_24,52991140,52992102,52991170,962
2796,01N,ec,01N_ec_25,57198111,57198331,57198331,220
2797,01N,ec,01N_ec_26,58231660,58233719,58233719,2059
2798,01N,ec,01N_ec_27,63499601,63499603,63499601,2
2799,01N,ec,01N_ec_28,66697614,66698773,66698773,1159
2800,01N,ec,01N_ec_29,66702989,66703106,66702989,117
2801,01N,ec,01N_ec_30,66788220,66788808,66788808,588
2802,01N,ec,01N_ec_31,66978481,66978546,66978546,65
2803,01N,ec,01N_ec_32,66989109,66990856,66990856,1747
2804,02K,ec,02K_ec_1,5252293,5253760,5253760,1467
2805,02K,ec,02K_ec_2,5386200,5386371,5386248,171
2806,02K,ec,02K_ec_3,17735538,17736545,17736354,1007
2807,02K,ec,02K_ec_4,24267892,24268405,24268405,513
2808,02K,ec,02K_ec_5,24272706,24275405,24275273,2699
2809,02K,ec,02K_ec_6,24277977,24280140,24279371,2163
2810,02K,ec,02K_ec_7,24350544,24350627,24350544,83
2811,02K,ec,02K_ec_8,24430077,24431845,24430298,1768
2812,02K,ec,02K_ec_9,24433195,24433913,24433913,718
2813,02K,ec,02K_ec_10,24435838,24438922,24435838,3084
2814,02K,ec,02K_ec_11,24440050,24451684,24442392,11634
2815,02K,ec,02K_ec_12,24460397,24461310,24460397,913
2816,02K,ec,02K_ec_13,24462361,24462993,24462959,632
2817,02K,ec,02K_ec_14,24463939,24465180,24465162,1241
2818,02K,ec,02K_ec_15,24473730,24473874,24473730,144
2819,02K,ec,02K_ec_16,24475745,24479565,24479473,3820
2820,02K,ec,02K_ec_17,24481980,24485348,24484227,3368
2821,02K,ec,02K_ec_18,24486449,24486627,24486627,178
2822,02K,ec,02K_ec_19,24497868,24498632,24498632,764
2823,02K,ec,02K_ec_20,24500137,24506465,24502453,6328
2824,02K,ec,02K_ec_21,24512547,24514289,24514289,1742
2825,02K,ec,02K_ec_22,24563467,24563941,24563467,474
2826,02K,ec,02K_ec_23,24565055,24565594,24565055,539
2827,02K,ec,02K_ec_24,24566713,24567272,24566713,559
2828,02K,ec,02K_ec_25,24569205,24569747,24569205,542
2829,02K,ec,02K_ec_26,24570265,24571203,24570590,938
2830,02K,ec,02K_ec_27,24607524,24608227,24608227,703
2831,02K,ec,02K_ec_28,24608892,24609634,24608892,742
2832,02K,ec,02K_ec_29,24648224,24648455,24648224,231
2833,02K,ec,02K_ec_30,24653418,24654429,24654151,1011
2834,02K,ec,02K_ec_31,24659783,24659936,24659936,153
2835,02K,ec,02K_ec_32,25698521,25699110,25699110,589
2836,02K,ec,02K_ec_33,25789301,25790495,25789301,1194
2837,02K,ec,02K_ec_34,25802705,25803521,25803169,816
2838,02K,ec,02K_ec_35,25809248,25810611,25809248,1363
2839,02K,ec,02K_ec_36,25824015,25824090,25824015,75
2840,02K,ec,02K_ec_37,25865534,25865895,25865534,361
2841,02K,ec,02K_ec_38,25872042,25872600,25872600,558
2842,02K,ec,02K_ec_39,25893287,25893889,25893287,602
2843,02K,ec,02K_ec_40,25954450,25962029,25961073,7579
2844,02K,ec,02K_ec_41,26442142,26443170,26442328,1028
2845,02K,ec,02K_ec_42,26462487,26462833,26462487,346
2846,02K,ec,02K_ec_43,26488885,26490358,26488885,1473
2847,02K,ec,02K_ec_44,26493617,26493965,26493617,348
2848,02K,ec,02K_ec_45,26494660,26494717,26494717,57
2849,02K,ec,02K_ec_46,26552485,26553327,26552485,842
2850,02K,ec,02K_ec_47,26891884,26920240,26920240,28356
2851,02K,ec,02K_ec_48,26976636,26976640,26976636,4
2852,02K,ec,02K_ec_49,27013006,27013512,27013159,506
2853,02K,ec,02K_ec_50,27029824,27030461,27029824,637
2854,02K,ec,02K_ec_51,27031563,27040501,27031711,8938
2855,02K,ec,02K_ec_52,27045837,27046323,27046323,486
2856,02K,ec,02K_ec_53,27094315,27094363,27094315,48
2857,02K,ec,02K_ec_54,27095063,27098601,27095293,3538
2858,02K,ec,02K_ec_55,27099645,27099945,27099645,300
2859,02K,ec,02K_ec_56,27104719,27105236,27104719,517
2860,02K,ec,02K_ec_57,27124296,27124536,27124536,240
2861,02K,ec,02K_ec_58,27125333,27125723,27125723,390
2862,02K,ec,02K_ec_59,27128374,27129385,27129385,1011
2863,02K,ec,02K_ec_60,27132770,27132784,27132784,14
2864,02K,ec,02K_ec_61,27250467,27251081,27250467,614
2865,02K,ec,02K_ec_62,27252619,27253428,27253064,809
2866,02K,ec,02K_ec_63,27259888,27262287,27260777,2399
2867,02K,ec,02K_ec_64,27276781,27276925,27276781,144
2868,02K,ec,02K_ec_65,27278280,27279093,27278280,813
2869,02K,ec,02K_ec_66,27300568,27301165,27301165,597
2870,02K,ec,02K_ec_67,27343951,27344110,27344110,159
2871,02K,ec,02K_ec_68,27345603,27346988,27345870,1385
2872,02K,ec,02K_ec_69,27348898,27349175,27349175,277
2873,02K,ec,02K_ec_70,27359706,27359922,27359706,216
2874,02K,ec,02K_ec_71,27385211,27386551,27385710,1340
2875,02K,ec,02K_ec_72,27404434,27405900,27405900,1466
2876,02K,ec,02K_ec_73,27407082,27412726,27407082,5644
2877,02K,ec,02K_ec_74,27419902,27421022,27419902,1120
2878,02K,ec,02K_ec_75,27443016,27443229,27443229,213
2879,02K,ec,02K_ec_76,27451103,27452667,27451103,1564
2880,02K,ec,02K_ec_77,27528738,27529625,27529625,887
2881,02K,ec,02K_ec_78,27558431,27558516,27558431,85
2882,02K,ec,02K_ec_79,27559120,27560302,27560250,1182
2883,02K,ec,02K_ec_80,27601778,27603657,27603657,1879
2884,02K,ec,02K_ec_81,27615861,27616099,27616099,238
2885,02K,ec,02K_ec_82,27624039,27625190,27624039,1151
2886,02K,ec,02K_ec_83,27631991,27638496,27633287,6505
2887,02K,ec,02K_ec_84,27649019,27649269,27649019,250
2888,02K,ec,02K_ec_85,27657188,27657301,27657301,113
2889,02K,ec,02K_ec_86,27695150,27695861,27695292,711
2890,02K,ec,02K_ec_87,27853627,27855065,27854694,1438
2891,02K,ec,02K_ec_88,27863628,27866747,27863628,3119
2892,02K,ec,02K_ec_89,27890512,27891398,27891398,886
2893,02K,ec,02K_ec_90,27900811,27902418,27902418,1607
2894,02K,ec,02K_ec_91,27917748,27919081,27917748,1333
2895,02K,ec,02K_ec_92,27921861,27922598,27922598,737
2896,02K,ec,02K_ec_93,27926120,27928057,27928057,1937
2897,02K,ec,02K_ec_94,27942808,27943400,27942808,592
2898,02K,ec,02K_ec_95,27954146,27954293,27954146,147
2899,02K,ec,02K_ec_96,28746240,28758890,28758890,12650
2900,02K,ec,02K_ec_97,29072288,29073453,29072288,1165
2901,02K,ec,02K_ec_98,29153333,29158202,29153333,4869
2902,02K,ec,02K_ec_99,29418063,29422914,29418178,4851
2903,02K,ec,02K_ec_100,30273674,30274112,30274112,438
2904,02K,ec,02K_ec_101,30564134,30564443,30564443,309
2905,02K,ec,02K_ec_102,31515053,31515745,31515293,692
2906,02K,ec,02K_ec_103,31517196,31518116,31517916,920
2907,02K,ec,02K_ec_104,31524536,31551701,31524536,27165
2908,02K,ec,02K_ec_105,31552669,31552888,31552888,219
2909,02K,ec,02K_ec_106,31589399,31589420,31589399,21
2910,02K,ec,02K_ec_107,31592371,31592951,31592951,580
2911,02K,ec,02K_ec_108,31680791,31680801,31680801,10
2912,02K,ec,02K_ec_109,31682244,31682460,31682460,216
2913,02K,ec,02K_ec_110,31693344,31693569,31693344,225
2914,02K,ec,02K_ec_111,31695182,31695593,31695508,411
2915,02K,ec,02K_ec_112,31702585,31716257,31702585,13672
2916,02K,ec,02K_ec_113,35501134,35502847,35502847,1713
2917,02K,ec,02K_ec_114,35535484,35535955,35535484,471
2918,02K,ec,02K_ec_115,36329634,36330627,36329634,993
2919,02K,ec,02K_ec_116,36375274,36375925,36375925,651
2920,02K,ec,02K_ec_117,36384033,36385421,36384065,1388
2921,02K,ec,02K_ec_118,36503068,36504743,36503068,1675
2922,02K,ec,02K_ec_119,36530437,36530476,36530476,39
2923,02K,ec,02K_ec_120,36544959,36545660,36545660,701
2924,02K,ec,02K_ec_121,36549420,36554945,36554674,5525
2925,02K,ec,02K_ec_122,36555881,36556780,36556071,899
2926,02K,ec,02K_ec_123,36558545,36559181,36559181,636
2927,02K,ec,02K_ec_124,36560360,36560871,36560871,511
2928,02K,ec,02K_ec_125,36570684,36572793,36570684,2109
2929,02K,ec,02K_ec_126,36578228,36580573,36578847,2345
2930,02K,ec,02K_ec_127,36582043,36582099,36582043,56
2931,02K,ec,02K_ec_128,36607335,36607493,36607335,158
2932,02K,ec,02K_ec_129,36609677,36609710,36609710,33
2933,02K,ec,02K_ec_130,36695824,36696290,36695824,466
2934,02K,ec,02K_ec_131,36853382,36855474,36855474,2092
2935,02K,ec,02K_ec_132,36859836,36860219,36859836,383
2936,02K,ec,02K_ec_133,36906882,36908020,36908020,1138
2937,02K,ec,02K_ec_134,36909157,36909365,36909365,208
2938,02K,ec,02K_ec_135,40602807,40605031,40605031,2224
2939,02K,ec,02K_ec_136,42192739,42192740,42192739,1
2940,02K,ec,02K_ec_137,45768540,45768887,45768765,347
2941,02K,ec,02K_ec_138,46627540,46627851,46627851,311
2942,02K,ec,02K_ec_139,49677014,49677166,49677166,152
2943,02K,ec,02K_ec_140,50133133,50133415,50133415,282
2944,02K,ec,02K_ec_141,50647319,50648627,50647319,1308
2945,02K,ec,02K_ec_142,52606125,52606277,52606277,152
2946,02K,ec,02K_ec_143,53443733,53447771,53443733,4038
2947,02K,ec,02K_ec_144,54320772,54320847,54320847,75
2948,02K,ec,02K_ec_145,60151782,60151878,60151873,96
2949,02K,ec,02K_ec_146,62574487,62574864,62574487,377
2950,02K,ec,02K_ec_147,65839661,65845450,65845450,5789
2951,02K,ec,02K_ec_148,65852039,65853392,65853392,1353
2952,02K,ec,02K_ec_149,66963993,66964106,66963993,113
2953,02K,ec,02K_ec_150,67794072,67794578,67794355,506
2954,02N,ec,02N_ec_1,711327,711371,711371,44
2955,02N,ec,02N_ec_2,4128196,4128352,4128340,156
2956,02N,ec,02N_ec_3,4129624,4129746,4129624,122
2957,02N,ec,02N_ec_4,4130527,4130714,4130702,187
2958,02N,ec,02N_ec_5,4132202,4132603,4132603,401
2959,02N,ec,02N_ec_6,4135454,4135475,4135454,21
2960,02N,ec,02N_ec_7,5673567,5673640,5673640,73
2961,02N,ec,02N_ec_8,5683527,5685738,5685738,2211
2962,02N,ec,02N_ec_9,7260835,7260913,7260835,78
2963,02N,ec,02N_ec_10,14713776,14714525,14714177,749
2964,02N,ec,02N_ec_11,17665963,17666419,17665963,456
2965,02N,ec,02N_ec_12,18786334,18786650,18786650,316
2966,02N,ec,02N_ec_13,18886338,18886373,18886373,35
2967,02N,ec,02N_ec_14,19594705,19594709,19594709,4
2968,02N,ec,02N_ec_15,20458836,20463941,20458836,5105
2969,02N,ec,02N_ec_16,22218521,22225236,22218521,6715
2970,02N,ec,02N_ec_17,22235073,22236152,22235073,1079
2971,02N,ec,02N_ec_18,22356611,22356800,22356800,189
2972,02N,ec,02N_ec_19,22371985,22372664,22371985,679
2973,02N,ec,02N_ec_20,22442915,22443171,22442915,256
2974,02N,ec,02N_ec_21,22503424,22504823,22503424,1399
2975,02N,ec,02N_ec_22,22551156,22551212,22551212,56
2976,02N,ec,02N_ec_23,22568434,22568876,22568434,442
2977,02N,ec,02N_ec_24,22615468,22618212,22616083,2744
2978,02N,ec,02N_ec_25,22945791,22946726,22945791,935
2979,02N,ec,02N_ec_26,22949250,22954348,22954348,5098
2980,02N,ec,02N_ec_27,22958837,22960171,22959233,1334
2981,02N,ec,02N_ec_28,24427427,24427829,24427427,402
2982,02N,ec,02N_ec_29,24802659,24803007,24803007,348
2983,02N,ec,02N_ec_30,24840429,24840809,24840429,380
2984,02N,ec,02N_ec_31,24858539,24860194,24858539,1655
2985,02N,ec,02N_ec_32,24929148,24930057,24929148,909
2986,02N,ec,02N_ec_33,24962225,24964758,24962560,2533
2987,02N,ec,02N_ec_34,25010991,25011908,25011908,917
2988,02N,ec,02N_ec_35,25015463,25015833,25015833,370
2989,02N,ec,02N_ec_36,25057951,25058507,25058507,556
2990,02N,ec,02N_ec_37,25421060,25421678,25421678,618
2991,02N,ec,02N_ec_38,25457187,25457780,25457780,593
2992,02N,ec,02N_ec_39,25522653,25523567,25523567,914
2993,02N,ec,02N_ec_40,25550785,25551916,25551916,1131
2994,02N,ec,02N_ec_41,25595834,25595931,25595834,97
2995,02N,ec,02N_ec_42,26214229,26214242,26214229,13
2996,02N,ec,02N_ec_43,27758750,27759781,27759781,1031
2997,02N,ec,02N_ec_44,27760653,27760701,27760653,48
2998,02N,ec,02N_ec_45,27767365,27767735,27767365,370
2999,02N,ec,02N_ec_46,27932000,27932001,27932000,1
3000,02N,ec,02N_ec_47,28280594,28283709,28281374,3115
3001,02N,ec,02N_ec_48,28287988,28288343,28287988,355
3002,02N,ec,02N_ec_49,28461815,28462302,28462302,487
3003,02N,ec,02N_ec_50,28488279,28489106,28489106,827
3004,02N,ec,02N_ec_51,28735204,28735282,28735282,78
3005,02N,ec,02N_ec_52,28820874,28821189,28820874,315
3006,02N,ec,02N_ec_53,28839024,28839147,28839147,123
3007,02N,ec,02N_ec_54,28927353,28927478,28927353,125
3008,02N,ec,02N_ec_55,28933404,28933583,28933404,179
3009,02N,ec,02N_ec_56,28975741,28976673,28975741,932
3010,02N,ec,02N_ec_57,28980580,28981175,28980580,595
3011,02N,ec,02N_ec_58,28991446,28991687,28991687,241
3012,02N,ec,02N_ec_59,29016260,29016479,29016260,219
3013,02N,ec,02N_ec_60,29035293,29036002,29035293,709
3014,02N,ec,02N_ec_61,29048582,29049468,29049468,886
3015,02N,ec,02N_ec_62,29050759,29050976,29050976,217
3016,02N,ec,02N_ec_63,29139322,29140143,29140143,821
3017,02N,ec,02N_ec_64,29261932,29262731,29262731,799
3018,02N,ec,02N_ec_65,29264743,29265623,29264743,880
3019,02N,ec,02N_ec_66,29280047,29280418,29280418,371
3020,02N,ec,02N_ec_67,29332815,29333901,29332815,1086
3021,02N,ec,02N_ec_68,29337744,29338484,29338484,740
3022,02N,ec,02N_ec_69,29354349,29355934,29355237,1585
3023,02N,ec,02N_ec_70,29405546,29407305,29405546,1759
3024,02N,ec,02N_ec_71,29418328,29419359,29418733,1031
3025,02N,ec,02N_ec_72,29427005,29428479,29427504,1474
3026,02N,ec,02N_ec_73,29486318,29486824,29486367,506
3027,02N,ec,02N_ec_74,29617592,29617593,29617592,1
3028,02N,ec,02N_ec_75,29702465,29703823,29703823,1358
3029,02N,ec,02N_ec_76,29718339,29718914,29718339,575
3030,02N,ec,02N_ec_77,29786716,29787988,29787988,1272
3031,02N,ec,02N_ec_78,29951971,29953592,29951971,1621
3032,02N,ec,02N_ec_79,30104349,30104773,30104349,424
3033,02N,ec,02N_ec_80,30573079,30576344,30574968,3265
3034,02N,ec,02N_ec_81,31094592,31095348,31094592,756
3035,02N,ec,02N_ec_82,31124438,31125534,31124438,1096
3036,02N,ec,02N_ec_83,31126159,31126492,31126492,333
3037,02N,ec,02N_ec_84,31131179,31131474,31131179,295
3038,02N,ec,02N_ec_85,31158181,31159093,31158181,912
3039,02N,ec,02N_ec_86,31160079,31160376,31160079,297
3040,02N,ec,02N_ec_87,31246161,31246737,31246161,576
3041,02N,ec,02N_ec_88,31273156,31278109,31273324,4953
3042,02N,ec,02N_ec_89,31348732,31348738,31348738,6
3043,02N,ec,02N_ec_90,31974065,31974657,31974657,592
3044,02N,ec,02N_ec_91,31981019,31982249,31981019,1230
3045,02N,ec,02N_ec_92,32057707,32058812,32058812,1105
3046,02N,ec,02N_ec_93,32061437,32063202,32063202,1765
3047,02N,ec,02N_ec_94,33310780,33311976,33310780,1196
3048,02N,ec,02N_ec_95,33330134,33331167,33331167,1033
3049,02N,ec,02N_ec_96,33389545,33401144,33401144,11599
3050,02N,ec,02N_ec_97,33405018,33405172,33405018,154
3051,02N,ec,02N_ec_98,33410226,33410673,33410673,447
3052,02N,ec,02N_ec_99,33423785,33423850,33423850,65
3053,02N,ec,02N_ec_100,36945483,36945546,36945546,63
3054,02N,ec,02N_ec_101,44362987,44363100,44362987,113
3055,02N,ec,02N_ec_102,44660399,44662346,44660399,1947
3056,02N,ec,02N_ec_103,47726635,47726655,47726655,20
